gene	metabolite
YOR095C	D-ribulose 5-phosphate
YOR099W	H+
YOR099W	GDP
YOR099W	GDP-alpha-D-mannose
YOR099W	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
YOR099W	alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
YOR100C	(R)-carnitine
YOR100C	O-acetylcarnitine
YOR108W	H+
YOR108W	H2O
YOR108W	acetyl-CoA
YOR108W	coenzyme A
YOR108W	3-methyl-2-oxobutanoate
YOR108W	2-isopropylmalate
YOR109W	H2O
YOR109W	phosphate
YOR109W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)
YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)
YOR120W	H+
YOR120W	NADP(+)
YOR120W	NADPH
YOR120W	glycerol
YOR120W	glycerone
YOR125C	H+
YOR125C	H2O
YOR125C	oxygen
YOR125C	ubiquinol-6
YOR125C	NAD
YOR125C	NADH
YOR125C	S-adenosyl-L-homocysteine
YOR125C	S-adenosyl-L-methionine
YOR125C	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone
YOR125C	2-hexaprenyl-6-methoxy-1,4-benzoquinone
YOR125C	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone
YOR125C	2-hexaprenyl-6-methoxyphenol
YOR125C	3-hexaprenyl-4,5-dihydroxybenzoic acid
YOR125C	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid
YOR126C	H+
YOR126C	H2O
YOR126C	acetate
YOR126C	ethanol
YOR126C	isoamylol
YOR126C	isobutanol
YOR126C	ethyl acetate
YOR126C	isoamyl acetate
YOR126C	isobutyl acetate
YOR128C	H+
YOR128C	H2O
YOR128C	ADP
YOR128C	ATP
YOR128C	phosphate
YOR128C	carbon dioxide
YOR128C	phosphoribosyl-carboxy-aminoimidazole
YOR128C	5'-phosphoribosyl-5-aminoimidazole
YOR130C	H+
YOR130C	ornithine
YOR136W	carbon dioxide
YOR136W	NAD
YOR136W	NADH
YOR136W	2-oxoglutarate
YOR136W	isocitrate
YOR142W	ADP
YOR142W	ATP
YOR142W	phosphate
YOR142W	succinate
YOR142W	coenzyme A
YOR142W	succinyl-CoA
YOR142W	itaconate
YOR142W	itaconyl-CoA
YOR143C	H+
YOR143C	ADP
YOR143C	ATP
YOR143C	AMP
YOR143C	TDP
YOR143C	thiamine
YOR143C	thiamine(1+) triphosphate(4-)
YOR155C	H2O
YOR155C	phosphate
YOR155C	IMP
YOR155C	inosine
YOR163W	H+
YOR163W	H2O
YOR163W	phosphate
YOR163W	4-diphospho-1D-myo-inositol pentakisphosphate
YOR163W	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate
YOR163W	5-diphospho-1D-myo-inositol pentakisphosphate
YOR163W	6-diphospho-1D-myo-inositol pentakisphosphate
YOR163W	myo-inositol 1,3,4,5,6-pentakisphosphate
YOR163W	myo-inositol hexakisphosphate
YOR168W	ATP
YOR168W	AMP
YOR168W	diphosphate
YOR168W	L-glutamine
YOR168W	Gln-tRNA(Gln)
YOR168W	tRNA(Gln)
YOR171C	H+
YOR171C	ADP
YOR171C	ATP
YOR171C	phytosphingosine
YOR171C	sphinganine
YOR171C	phytosphingosine 1-phosphate
YOR171C	sphinganine 1-phosphate
YOR175C	coenzyme A
YOR175C	palmitoleoyl-CoA(4-)
YOR175C	1-acyl-sn-glycerol 3-phosphate (16:0)
YOR175C	1-acyl-sn-glycerol 3-phosphate (16:1)
YOR175C	phosphatidate (1-16:0, 2-16:1)
YOR175C	phosphatidate (1-16:0, 2-18:1)
YOR175C	phosphatidate (1-16:1, 2-16:1)
YOR175C	phosphatidate (1-16:1, 2-18:1)
YOR175C	phosphatidate (1-18:0, 2-16:1)
YOR175C	phosphatidate (1-18:0, 2-18:1)
YOR175C	phosphatidate (1-18:1, 2-16:1)
YOR175C	phosphatidate (1-18:1, 2-18:1)
YOR175C	oleoyl-CoA
YOR175C	1-acyl-sn-glycerol 3-phosphate (18:0)
YOR175C	1-acyl-sn-glycerol 3-phosphate (18:1)
YOR176W	H+
YOR176W	iron(2+)
YOR176W	protoporphyrin
YOR176W	ferroheme b
YOR180C	trans-3,cis-5-dodecadienoyl-CoA
YOR180C	trans-3,cis-5-tetradecadienoyl-CoA
YOR180C	trans-2,trans-4-dodecadienoyl-CoA
YOR180C	trans-2,trans-4-tetradecadienoyl-CoA
YOR184W	2-oxoglutarate
YOR184W	L-glutamate
YOR184W	3-phospho-hydroxypyruvate
YOR184W	3-phospho-serine
YOR190W	H2O
YOR190W	D-glucose
YOR190W	(1->3)-beta-D-glucan
YOR192C	H+
YOR192C	thiamine
YOR202W	H2O
YOR202W	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate
YOR202W	3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate
YOR209C	H+
YOR209C	diphosphate
YOR209C	PRPP
YOR209C	nicotinic acid D-ribonucleotide
YOR209C	nicotinate
YOR221C	coenzyme A
YOR221C	malonyl-CoA
YOR221C	carboxyacetyl-ACP
YOR221C	ACP1
YOR222W	2-oxoglutarate
YOR222W	(S)-malate
YOR222W	2-oxoadipic acid
YOR236W	H+
YOR236W	THF
YOR236W	NADP(+)
YOR236W	NADPH
YOR236W	dihydrofolic acid
YOR241W	H+
YOR241W	ADP
YOR241W	ATP
YOR241W	phosphate
YOR241W	THF
YOR241W	L-glutamate
YOR241W	5,6,7,8-tetrahydrofolyl-L-glutamic acid
YOR245C	coenzyme A
YOR245C	palmitoyl-CoA
YOR245C	palmitoleoyl-CoA(4-)
YOR245C	stearoyl-CoA
YOR245C	diglyceride (1-16:0, 2-16:1)
YOR245C	triglyceride (1-16:0, 2-16:1, 3-16:0)
YOR245C	diglyceride (1-16:0, 2-18:1)
YOR245C	triglyceride (1-16:0, 2-18:1, 3-16:0)
YOR245C	diglyceride (1-16:1, 2-16:1)
YOR245C	triglyceride (1-16:1, 2-16:1, 3-16:0)
YOR245C	diglyceride (1-16:1, 2-18:1)
YOR245C	triglyceride (1-16:1, 2-18:1, 3-16:0)
YOR245C	diglyceride (1-18:0, 2-16:1)
YOR245C	triglyceride (1-18:0, 2-16:1, 3-16:0)
YOR245C	diglyceride (1-18:0, 2-18:1)
YOR245C	triglyceride (1-18:0, 2-18:1, 3-16:0)
YOR245C	diglyceride (1-18:1, 2-16:1)
YOR245C	triglyceride (1-18:1, 2-16:1, 3-16:0)
YOR245C	diglyceride (1-18:1, 2-18:1)
YOR245C	triglyceride (1-18:1, 2-18:1, 3-16:0)
YOR245C	triglyceride (1-16:0, 2-16:1, 3-16:1)
YOR245C	triglyceride (1-16:0, 2-18:1, 3-16:1)
YOR245C	triglyceride (1-16:1, 2-16:1, 3-16:1)
YOR245C	triglyceride (1-16:1, 2-18:1, 3-16:1)
YOR245C	triglyceride (1-18:0, 2-16:1, 3-16:1)
YOR245C	triglyceride (1-18:0, 2-18:1, 3-16:1)
YOR245C	triglyceride (1-18:1, 2-16:1, 3-16:1)
YOR245C	triglyceride (1-18:1, 2-18:1, 3-16:1)
YOR245C	triglyceride (1-16:0, 2-16:1, 3-18:0)
YOR245C	triglyceride (1-16:0, 2-18:1, 3-18:0)
YOR245C	triglyceride (1-16:1, 2-16:1, 3-18:0)
YOR245C	triglyceride (1-16:1, 2-18:1, 3-18:0)
YOR245C	triglyceride (1-18:0, 2-16:1, 3-18:0)
YOR245C	triglyceride (1-18:0, 2-18:1, 3-18:0)
YOR245C	triglyceride (1-18:1, 2-16:1, 3-18:0)
YOR245C	triglyceride (1-18:1, 2-18:1, 3-18:0)
YOR245C	triglyceride (1-16:0, 2-16:1, 3-18:1)
YOR245C	triglyceride (1-16:0, 2-18:1, 3-18:1)
YOR245C	triglyceride (1-16:1, 2-16:1, 3-18:1)
YOR245C	triglyceride (1-16:1, 2-18:1, 3-18:1)
YOR245C	triglyceride (1-18:0, 2-16:1, 3-18:1)
YOR245C	triglyceride (1-18:0, 2-18:1, 3-18:1)
YOR245C	triglyceride (1-18:1, 2-16:1, 3-18:1)
YOR245C	triglyceride (1-18:1, 2-18:1, 3-18:1)
YOR245C	oleoyl-CoA
YOR270C	H+
YOR270C	H2O
YOR270C	ADP
YOR270C	ATP
YOR270C	phosphate
YOR273C	H+
YOR273C	spermidine
YOR273C	spermine
YOR273C	putrescine
YOR278W	H2O
YOR278W	preuroporphyrinogen
YOR278W	uroporphyrinogen III
YOR303W	H+
YOR303W	H2O
YOR303W	ADP
YOR303W	ATP
YOR303W	phosphate
YOR303W	L-glutamate
YOR303W	L-glutamine
YOR303W	bicarbonate
YOR303W	carbamoyl phosphate
YOR311C	H+
YOR311C	CTP
YOR311C	phosphatidate (1-16:0, 2-16:1)
YOR311C	phosphatidate (1-16:0, 2-18:1)
YOR311C	phosphatidate (1-16:1, 2-16:1)
YOR311C	phosphatidate (1-16:1, 2-18:1)
YOR311C	phosphatidate (1-18:0, 2-16:1)
YOR311C	phosphatidate (1-18:0, 2-18:1)
YOR311C	phosphatidate (1-18:1, 2-16:1)
YOR311C	phosphatidate (1-18:1, 2-18:1)
YOR311C	diglyceride (1-16:0, 2-16:1)
YOR311C	diglyceride (1-16:0, 2-18:1)
YOR311C	diglyceride (1-16:1, 2-16:1)
YOR311C	diglyceride (1-16:1, 2-18:1)
YOR311C	diglyceride (1-18:0, 2-16:1)
YOR311C	diglyceride (1-18:0, 2-18:1)
YOR311C	diglyceride (1-18:1, 2-16:1)
YOR311C	diglyceride (1-18:1, 2-18:1)
YOR311C	CDP
YOR317W	ATP
YOR317W	AMP
YOR317W	coenzyme A
YOR317W	diphosphate
YOR317W	palmitoyl-CoA
YOR317W	palmitoleoyl-CoA(4-)
YOR317W	stearoyl-CoA
YOR317W	palmitate
YOR317W	palmitoleate
YOR317W	stearate
YOR317W	oleate
YOR317W	oleoyl-CoA
YOR317W	myristoyl-CoA
YOR317W	laurate
YOR317W	lauroyl-CoA
YOR317W	myristate
YOR321W	H+
YOR321W	dolichyl D-mannosyl phosphate
YOR321W	dolichyl phosphate
YOR321W	mannan
YOR323C	H+
YOR323C	phosphate
YOR323C	NADP(+)
YOR323C	NADPH
YOR323C	L-gamma-glutamyl phosphate
YOR323C	L-glutamic 5-semialdehyde
YOR332W	H+
YOR332W	H2O
YOR332W	ADP
YOR332W	ATP
YOR332W	phosphate
YOR335C	ATP
YOR335C	AMP
YOR335C	diphosphate
YOR335C	L-alanine
YOR335C	Ala-tRNA(Ala)
YOR335C	tRNA(Ala)
YOR347C	H+
YOR347C	ADP
YOR347C	ATP
YOR347C	phosphoenolpyruvate
YOR347C	pyruvate
YOR348C	H+
YOR348C	L-glycine
YOR348C	L-alanine
YOR348C	gamma-aminobutyrate
YOR348C	L-proline
YOR360C	H+
YOR360C	H2O
YOR360C	AMP
YOR360C	CMP
YOR360C	GMP
YOR360C	IMP
YOR360C	3',5'-cyclic AMP
YOR360C	dAMP
YOR360C	3',5'-cyclic CMP
YOR360C	3',5'-cyclic dAMP
YOR360C	3',5'-cyclic GMP
YOR360C	3',5'-cyclic IMP
YOR374W	H+
YOR374W	H2O
YOR374W	NAD
YOR374W	NADH
YOR374W	acetate
YOR374W	NADP(+)
YOR374W	NADPH
YOR374W	acetaldehyde
YOR374W	indol-3-ylacetaldehyde
YOR374W	gamma-aminobutyrate
YOR374W	indole-3-acetate
YOR374W	4-aminobutanal
YOR375C	H+
YOR375C	H2O
YOR375C	ammonium
YOR375C	2-oxoglutarate
YOR375C	L-glutamate
YOR375C	NADP(+)
YOR375C	NADPH
YOR377W	acetyl-CoA
YOR377W	coenzyme A
YOR377W	2-methylbutanol
YOR377W	2-phenylethanol
YOR377W	ethanol
YOR377W	isoamylol
YOR377W	isobutanol
YOR377W	2-methylbutyl acetate
YOR377W	ethyl acetate
YOR377W	isoamyl acetate
YOR377W	isobutyl acetate
YOR377W	phenethyl acetate
YOR388C	carbon dioxide
YOR388C	NAD
YOR388C	NADH
YOR388C	formate
YPL015C	H+
YPL015C	H2O
YPL015C	NAD
YPL015C	ADP-ribose
YPL015C	nicotinamide
YPL023C	H+
YPL023C	5,10-methylenetetrahydrofolate
YPL023C	NADP(+)
YPL023C	NADPH
YPL023C	5-methyltetrahydrofolate
YPL028W	acetyl-CoA
YPL028W	coenzyme A
YPL028W	acetoacetyl-CoA
YPL036W	H+
YPL036W	H2O
YPL036W	ADP
YPL036W	ATP
YPL036W	phosphate
YPL040C	ATP
YPL040C	AMP
YPL040C	diphosphate
YPL040C	Ile-tRNA(Ile)
YPL040C	L-isoleucine
YPL040C	tRNA(Ile)
YPL053C	H+
YPL053C	GDP
YPL053C	GDP-alpha-D-mannose
YPL053C	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
YPL053C	alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
YPL057C	GDP
YPL057C	GDP-alpha-D-mannose
YPL057C	inositol-P-ceramide A (C24)
YPL057C	inositol-P-ceramide A (C26)
YPL057C	inositol-P-ceramide B (C24)
YPL057C	inositol-P-ceramide B (C26)
YPL057C	inositol-P-ceramide B' (C24)
YPL057C	inositol-P-ceramide B' (C26)
YPL057C	inositol-P-ceramide C (C24)
YPL057C	inositol-P-ceramide C (C26)
YPL057C	inositol-P-ceramide D (C24)
YPL057C	inositol-P-ceramide D (C26)
YPL057C	mannosylinositol phosphorylceramide A (C24)
YPL057C	mannosylinositol phosphorylceramide A (C26)
YPL057C	mannosylinositol phosphorylceramide B (C24)
YPL057C	mannosylinositol phosphorylceramide B (C26)
YPL057C	mannosylinositol phosphorylceramide B' (C24)
YPL057C	mannosylinositol phosphorylceramide B' (C26)
YPL057C	mannosylinositol phosphorylceramide C (C24)
YPL057C	mannosylinositol phosphorylceramide C (C26)
YPL057C	mannosylinositol phosphorylceramide D (C24)
YPL057C	mannosylinositol phosphorylceramide D (C26)
YPL059W	H+
YPL059W	H2O
YPL059W	NADP(+)
YPL059W	NADPH
YPL059W	hydrogen peroxide
YPL059W	glutathione
YPL059W	glutathione disulfide
YPL061W	H+
YPL061W	H2O
YPL061W	acetate
YPL061W	NADP(+)
YPL061W	NADPH
YPL061W	acetaldehyde
YPL061W	indol-3-ylacetaldehyde
YPL061W	indole-3-acetate
YPL069C	diphosphate
YPL069C	farnesyl diphosphate
YPL069C	geranylgeranyl diphosphate
YPL069C	isopentenyl diphosphate
YPL078C	H+
YPL078C	H2O
YPL078C	ADP
YPL078C	ATP
YPL078C	phosphate
YPL087W	lignoceric acid
YPL087W	cerotic acid
YPL087W	ceramide-2 (C24)
YPL087W	phytosphingosine
YPL087W	sphinganine
YPL087W	ceramide-1 (C24)
YPL087W	ceramide-1 (C26)
YPL087W	ceramide-2 (C26)
YPL091W	H+
YPL091W	NADP(+)
YPL091W	NADPH
YPL091W	TRX1
YPL091W	TRX1 disulphide
YPL091W	glutathione
YPL091W	glutathione disulfide
YPL092W	sulphite
YPL097W	ATP
YPL097W	AMP
YPL097W	diphosphate
YPL097W	L-tyrosine
YPL097W	Tyr-tRNA(Tyr)
YPL097W	tRNA(Tyr)
YPL104W	ATP
YPL104W	AMP
YPL104W	diphosphate
YPL104W	L-aspartate
YPL104W	Asp-tRNA(Asp)
YPL104W	tRNA(Asp)
YPL110C	H+
YPL110C	H2O
YPL110C	glycerol 3-phosphate
YPL110C	sn-glycero-3-phosphocholine
YPL110C	choline
YPL111W	H2O
YPL111W	urea
YPL111W	L-arginine
YPL111W	ornithine
YPL117C	isopentenyl diphosphate
YPL117C	prenyl diphosphate(3-)
YPL134C	2-oxoglutarate
YPL134C	(S)-malate
YPL134C	2-oxoadipic acid
YPL147W	H+
YPL147W	H2O
YPL147W	ADP
YPL147W	ATP
YPL147W	phosphate
YPL147W	palmitoyl-CoA
YPL147W	palmitoleoyl-CoA(4-)
YPL147W	docosanoyl-CoA
YPL147W	tetracosanoyl-CoA
YPL147W	hexacosanoyl-CoA
YPL147W	stearoyl-CoA
YPL147W	icosanoyl-CoA
YPL147W	oleoyl-CoA
YPL147W	myristoyl-CoA
YPL147W	lauroyl-CoA
YPL148C	H+
YPL148C	H2O
YPL148C	coenzyme A
YPL148C	adenosine 3',5'-bismonophosphate
YPL148C	pantetheine 4'-phosphate
YPL160W	ATP
YPL160W	AMP
YPL160W	diphosphate
YPL160W	L-leucine
YPL160W	Leu-tRNA(Leu)
YPL160W	tRNA(Leu)
YPL172C	H2O
YPL172C	diphosphate
YPL172C	farnesyl diphosphate
YPL172C	heme o
YPL172C	ferroheme b
YPL188W	H+
YPL188W	ADP
YPL188W	ATP
YPL188W	NAD
YPL188W	NADH
YPL188W	NADP(+)
YPL188W	NADPH
YPL189W	H+
YPL189W	glycerol
YPL206C	H+
YPL206C	H2O
YPL206C	glycerol 3-phosphate
YPL206C	diglyceride (1-16:0, 2-16:1)
YPL206C	diglyceride (1-16:0, 2-18:1)
YPL206C	diglyceride (1-16:1, 2-16:1)
YPL206C	diglyceride (1-16:1, 2-18:1)
YPL206C	diglyceride (1-18:0, 2-16:1)
YPL206C	diglyceride (1-18:1, 2-16:1)
YPL206C	phosphatidylglycerol (1-16:0, 2-16:1)
YPL206C	phosphatidylglycerol (1-16:1, 2-16:1)
YPL206C	phosphatidylglycerol (1-18:0, 2-16:1)
YPL206C	phosphatidylglycerol (1-18:1, 2-16:1)
YPL206C	phosphatidylglycerol (1-16:0, 2-18:1)
YPL206C	phosphatidylglycerol (1-16:1, 2-18:1)
YPL212C	H2O
YPL212C	ribose-5-phosphate
YPL212C	uracil
YPL212C	pseudouridine 5'-phosphate
YPL214C	H+
YPL214C	ADP
YPL214C	ATP
YPL214C	diphosphate
YPL214C	TMP
YPL214C	4-amino-2-methyl-5-diphosphomethylpyrimidine
YPL214C	4-methyl-5-(2-phosphonooxyethyl)thiazole
YPL214C	5-(2-hydroxyethyl)-4-methylthiazole
YPL231W	H+
YPL231W	H2O
YPL231W	carbon dioxide
YPL231W	acetyl-CoA
YPL231W	coenzyme A
YPL231W	NADP(+)
YPL231W	NADPH
YPL231W	palmitoyl-CoA
YPL231W	stearoyl-CoA
YPL231W	malonyl-CoA
YPL234C	H+
YPL234C	H2O
YPL234C	ADP
YPL234C	ATP
YPL234C	phosphate
YPL244C	UDP-D-galactose
YPL252C	H2O
YPL252C	oxygen
YPL252C	NAD
YPL252C	NADH
YPL252C	3-hexaprenyl-4,5-dihydroxybenzoic acid
YPL252C	3-hexaprenyl-4-hydroxybenzoic acid
YPL252C	heme a
YPL252C	heme o
YPL258C	H+
YPL258C	ADP
YPL258C	ATP
YPL258C	4-amino-2-methyl-5-diphosphomethylpyrimidine
YPL258C	4-amino-2-methyl-5-phosphomethylpyrimidine
YPL258C	4-amino-5-hydroxymethyl-2-methylpyrimidine
YPL262W	H2O
YPL262W	(S)-malate
YPL262W	fumarate
YPL265W	H+
YPL265W	L-glycine
YPL265W	L-glutamate
YPL265W	L-aspartate
YPL265W	L-glutamine
YPL265W	L-serine
YPL265W	L-alanine
YPL265W	L-asparagine
YPL268W	H+
YPL268W	H2O
YPL268W	diglyceride (1-16:0, 2-16:1)
YPL268W	diglyceride (1-16:0, 2-18:1)
YPL268W	diglyceride (1-16:1, 2-16:1)
YPL268W	diglyceride (1-16:1, 2-18:1)
YPL268W	diglyceride (1-18:0, 2-16:1)
YPL268W	diglyceride (1-18:0, 2-18:1)
YPL268W	diglyceride (1-18:1, 2-16:1)
YPL268W	diglyceride (1-18:1, 2-18:1)
YPL268W	1D-myo-inositol 1,4,5-trisphosphate
YPL268W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)
YPL268W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)
YPL268W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)
YPL268W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)
YPL268W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)
YPL268W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)
YPL268W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)
YPL268W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)
YPL271W	H+
YPL271W	H2O
YPL271W	ADP
YPL271W	ATP
YPL271W	phosphate
YPL273W	H+
YPL273W	S-adenosyl-L-homocysteine
YPL273W	S-adenosyl-L-methionine
YPL273W	L-methionine
YPL273W	L-homocysteine
YPL274W	H+
YPL274W	S-adenosyl-L-methionine
YPL274W	spermidine
YPR001W	H+
YPR001W	H2O
YPR001W	acetyl-CoA
YPR001W	coenzyme A
YPR001W	oxaloacetate
YPR001W	citrate
YPR001W	2-methylcitrate
YPR001W	propionyl-CoA
YPR002W	2-methylcitrate
YPR002W	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid
YPR006C	succinate
YPR006C	pyruvate
YPR006C	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid
YPR020W	H+
YPR020W	H2O
YPR020W	ADP
YPR020W	ATP
YPR020W	phosphate
YPR021C	L-glutamate
YPR021C	L-aspartate
YPR026W	H2O
YPR026W	trehalose
YPR026W	D-glucose
YPR033C	ATP
YPR033C	AMP
YPR033C	diphosphate
YPR033C	L-histidine
YPR033C	His-tRNA(His)
YPR033C	tRNA(His)
YPR035W	H+
YPR035W	ADP
YPR035W	ATP
YPR035W	phosphate
YPR035W	ammonium
YPR035W	L-glutamate
YPR035W	L-glutamine
YPR036W	H+
YPR036W	H2O
YPR036W	ADP
YPR036W	ATP
YPR036W	phosphate
YPR047W	ATP
YPR047W	AMP
YPR047W	diphosphate
YPR047W	L-phenylalanine
YPR047W	Phe-tRNA(Phe)
YPR047W	tRNA(Phe)
YPR060C	prephenate
YPR060C	chorismate
YPR062W	H+
YPR062W	H2O
YPR062W	ammonium
YPR062W	uracil
YPR062W	cytosine
YPR069C	H+
YPR069C	spermidine
YPR069C	putrescine
YPR069C	5'-S-methyl-5'-thioadenosine
YPR069C	S-adenosylmethioninamine
YPR074C	ribose-5-phosphate
YPR074C	D-erythrose 4-phosphate
YPR074C	D-fructose 6-phosphate
YPR074C	D-xylulose 5-phosphate
YPR074C	glyceraldehyde 3-phosphate
YPR074C	sedoheptulose 7-phosphate
YPR081C	ATP
YPR081C	L-glycine
YPR081C	AMP
YPR081C	diphosphate
YPR081C	Gly-tRNA(Gly)
YPR081C	tRNA(Gly)
YPR113W	H+
YPR113W	CDP-diacylglycerol (1-16:0, 2-16:1)
YPR113W	CDP-diacylglycerol (1-16:1, 2-16:1)
YPR113W	CDP-diacylglycerol (1-18:0, 2-16:1)
YPR113W	CDP-diacylglycerol (1-18:1, 2-16:1)
YPR113W	CDP-diacylglycerol (1-16:0, 2-18:1)
YPR113W	CDP-diacylglycerol (1-16:1, 2-18:1)
YPR113W	CDP-diacylglycerol (1-18:0, 2-18:1)
YPR113W	CDP-diacylglycerol (1-18:1, 2-18:1)
YPR113W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
YPR113W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
YPR113W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
YPR113W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
YPR113W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
YPR113W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
YPR113W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
YPR113W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
YPR113W	CMP
YPR113W	myo-inositol
YPR121W	H+
YPR121W	ADP
YPR121W	ATP
YPR121W	4-amino-2-methyl-5-diphosphomethylpyrimidine
YPR121W	4-amino-2-methyl-5-phosphomethylpyrimidine
YPR121W	4-amino-5-hydroxymethyl-2-methylpyrimidine
YPR128C	H+
YPR128C	ADP
YPR128C	ATP
YPR128C	AMP
YPR138C	ammonium
