uniprot	Xexp_1	Xexp_2	XNlim_1	XNlim_2	Aexp_1	Aexp_2	ANlim_1	ANlim_2	GexpUrea_1	GexpUrea_2	GNlimUrea_1	GNlimUrea_2
M7X428	2.61E-05	2.79E-05	1.35E-05	1.35E-05	2.13E-05	2.11E-05	9.64E-06	9.18E-06	3.95E-05	4.21E-05	1.75E-05	1.37E-05
M7X347	2.38E-06	2.30E-06	7.37E-07	7.23E-07	5.08E-06	4.90E-06	4.81E-06	3.50E-06	6.43E-06	6.03E-06	2.03E-06	1.68E-06
M7XCH4	4.28E-06	4.83E-06	3.16E-06	3.43E-06	2.52E-06	2.83E-06	3.09E-06	2.95E-06	4.23E-06	4.35E-06	3.90E-06	3.39E-06
M7WUR7	4.03E-06	3.92E-06	4.19E-06	3.99E-06	3.81E-06	4.17E-06	3.86E-06	4.05E-06	4.65E-06	4.11E-06	5.70E-06	4.86E-06
M7WD54	3.51E-06	4.34E-06	2.63E-06	2.47E-06	5.34E-06	6.58E-06	5.71E-06	5.22E-06	6.38E-06	5.96E-06	3.41E-06	2.95E-06
M7WUI5	7.29E-06	8.74E-06	5.35E-06	5.03E-06	1.77E-06	1.99E-06	2.55E-06	2.62E-06	1.13E-05	1.11E-05	5.95E-06	5.19E-06
M7WT79	1.56E-05	1.68E-05	5.11E-06	4.47E-06	3.06E-06	4.83E-07	5.89E-07	3.39E-07	8.04E-07	1.01E-07	3.94E-07	3.69E-07
M7WRL6	5.52E-06	7.09E-06	5.70E-06	5.59E-06	7.28E-06	7.93E-06	5.54E-06	5.15E-06	3.06E-06	2.58E-06	4.82E-06	3.61E-06
M7WRH8	6.07E-06	5.41E-06	2.17E-06	2.22E-06	4.67E-06	5.02E-06	3.73E-06	3.28E-06	8.52E-06	9.55E-06	2.67E-06	2.45E-06
M7X4X3	5.01E-06	5.33E-06	1.64E-06	1.48E-06	7.08E-06	7.88E-06	4.43E-06	3.67E-06	8.41E-06	8.47E-06	1.96E-06	1.61E-06
M7WW42	7.92E-06	4.95E-06	2.89E-06	3.14E-06	1.20E-05	1.49E-05	1.32E-05	1.14E-05	1.04E-05	8.94E-06	3.59E-06	2.98E-06
M7XAZ8	1.91E-05	2.09E-05	9.80E-06	1.00E-05	1.89E-05	1.82E-05	8.09E-06	7.70E-06	4.33E-05	3.79E-05	1.33E-05	1.11E-05
M7WYL9	5.39E-06	5.84E-06	3.41E-06	2.93E-06	2.89E-06	3.24E-06	2.42E-06	2.27E-06	4.80E-06	4.76E-06	3.12E-06	2.56E-06
M7WXC3	2.32E-06	2.21E-06	1.64E-06	1.56E-06	3.32E-06	3.47E-06	1.97E-06	1.66E-06	5.93E-06	5.70E-06	1.95E-06	1.56E-06
M7X9Q1	3.52E-05	3.42E-05	1.83E-05	1.57E-05	2.03E-05	2.31E-05	1.21E-05	1.03E-05	3.96E-05	3.59E-05	1.94E-05	1.54E-05
M7X791	2.98E-05	3.21E-05	1.04E-05	9.24E-06	2.61E-06	3.10E-06	2.12E-06	2.05E-06	2.20E-06	2.60E-06	1.81E-06	1.87E-06
M7X710	8.24E-06	8.96E-06	3.06E-06	2.89E-06	5.52E-06	5.57E-06	3.05E-06	2.65E-06	8.73E-06	7.87E-06	2.97E-06	2.60E-06
M7WKI7	2.61E-05	1.75E-05	1.52E-05	1.25E-05	3.22E-06	3.09E-06	1.05E-06	9.06E-07	9.80E-06	1.05E-05	6.96E-07	5.14E-07
M7WKC4	8.91E-06	8.46E-06	4.10E-06	4.13E-06	4.45E-06	5.36E-06	3.00E-06	2.95E-06	7.69E-06	7.37E-06	3.93E-06	3.03E-06
M7WS38	6.62E-08	8.67E-08	8.07E-08	9.32E-08	1.77E-06	2.21E-06	1.20E-06	1.15E-06	6.22E-08	5.90E-08	1.25E-07	9.45E-08
M7X9L2	1.02E-05	1.17E-05	1.64E-05	1.71E-05	4.07E-06	4.64E-06	5.17E-06	4.96E-06	9.56E-06	8.89E-06	1.34E-05	1.34E-05
M7WG58	4.42E-06	4.49E-06	1.48E-06	1.37E-06	4.47E-06	4.62E-06	1.94E-06	1.74E-06	1.07E-05	1.04E-05	1.73E-06	1.39E-06
M7WEI6	2.34E-05	2.18E-05	4.21E-05	4.85E-05	3.66E-05	4.23E-05	2.84E-05	3.04E-05	2.35E-05	2.34E-05	6.28E-05	5.51E-05
M7WQF0	5.56E-06	4.12E-06	9.81E-06	9.77E-06	1.05E-05	1.20E-05	1.01E-05	1.01E-05	1.08E-05	1.09E-05	6.82E-06	6.05E-06
M7WJY9		1.42E-05		7.09E-06	1.14E-05	1.04E-05	6.06E-06	5.84E-06	1.13E-05		8.38E-06	6.77E-06
M7WT18	1.54E-05	1.54E-05	7.56E-06	7.45E-06	1.19E-05	1.11E-05	5.28E-06	4.68E-06	2.40E-05	2.43E-05	9.86E-06	8.11E-06
M7XKL5	1.01E-05	9.77E-06	5.14E-06	6.14E-06	6.81E-06	6.90E-06	7.14E-06	5.92E-06	1.12E-05	1.05E-05	6.68E-06	6.95E-06
M7WQS8		1.42E-05		3.37E-06	1.18E-05	1.28E-05	6.05E-06	5.12E-06			4.70E-06	3.78E-06
M7XLS1	1.96E-05	2.05E-05	1.23E-05	1.10E-05	1.78E-05	1.74E-05	7.86E-06	7.98E-06	3.54E-05	3.48E-05	1.43E-05	1.07E-05
M7X1F6	1.53E-05	1.86E-05	9.62E-06	1.00E-05	1.73E-05	1.65E-05	8.03E-06	7.39E-06	2.60E-05	2.74E-05	1.23E-05	1.14E-05
M7X1E3	8.27E-06	7.20E-06	2.41E-06	2.31E-06	5.76E-06	6.91E-06	4.26E-06	3.89E-06	1.15E-05	1.03E-05	2.55E-06	2.29E-06
M7WUE8	3.23E-06	3.21E-06	6.13E-06	5.82E-06	5.44E-06	5.26E-06	4.86E-06	5.03E-06	8.47E-06	5.08E-06	7.09E-06	6.57E-06
M7WXP8	3.63E-06	2.91E-06	1.93E-06	1.79E-06	3.81E-06	3.95E-06	2.04E-06	1.68E-06	8.05E-06	8.06E-06	1.99E-06	1.66E-06
M7X4L7	2.15E-06	2.06E-06	8.23E-07	7.92E-07	2.60E-06	2.95E-06	1.43E-06	1.20E-06	5.38E-06	5.32E-06	1.15E-06	8.57E-07
M7WJJ9	1.89E-06	1.89E-06	9.35E-07	8.50E-07	8.51E-07	1.05E-06	9.15E-07	7.77E-07	1.89E-06	1.85E-06	9.31E-07	7.73E-07
M7XGE1	1.83E-05	2.10E-05	1.25E-05	1.23E-05	1.46E-05	1.74E-05	1.43E-05	1.51E-05	1.44E-05	1.59E-05	8.76E-06	7.18E-06
M7WYS7	3.08E-07	2.55E-07	1.26E-07	1.30E-07	4.18E-06	4.30E-06	4.57E-06	3.29E-06	5.19E-07	5.83E-07	9.23E-07	7.65E-07
M7WFC5	5.35E-06	3.89E-06	3.38E-06	3.53E-06	1.60E-05	1.93E-05	1.57E-05	1.24E-05	1.06E-05	9.63E-06	6.57E-06	5.05E-06
M7WWV0	1.34E-06	1.51E-06	4.03E-07	4.53E-07	4.27E-06	4.70E-06	2.26E-06	1.90E-06	1.42E-06	1.34E-06	3.90E-07	3.12E-07
M7WL18	5.11E-06	5.29E-06	2.11E-06	1.94E-06	9.04E-06	9.72E-06	4.82E-06	4.29E-06	6.52E-06	7.60E-06	2.46E-06	2.09E-06
M7XG68	1.17E-05	1.24E-05	2.92E-06	2.98E-06	8.88E-06	9.16E-06	4.33E-06	3.65E-06	2.03E-05	1.94E-05	3.76E-06	3.05E-06
M7XHB6	1.36E-05	1.19E-05	1.81E-05	1.73E-05	9.83E-06	1.12E-05	9.97E-06	9.09E-06	1.92E-05	1.67E-05	2.31E-05	1.83E-05
M7WV85	1.61E-06	9.39E-07	1.15E-06	1.13E-06	2.40E-06	3.06E-06	2.79E-06	2.53E-06	4.17E-06	4.69E-06	1.72E-06	1.41E-06
M7XSU0	2.18E-06	2.90E-06	2.88E-06	2.93E-06	1.46E-06	2.04E-06	2.24E-06	2.01E-06	6.50E-06	7.66E-06	3.72E-06	2.90E-06
M7XLD8	7.05E-06	7.96E-06	4.32E-06	4.18E-06	4.29E-06	4.31E-06	2.96E-06	2.88E-06	8.17E-06	7.66E-06	5.49E-06	4.67E-06
M7WLT0	2.51E-05	3.03E-05	1.22E-05	1.24E-05	1.89E-05	1.67E-05	8.14E-06	7.93E-06	4.31E-05	4.18E-05	1.57E-05	1.29E-05
M7X7E9	3.12E-06	3.53E-06	5.98E-06	6.55E-06	4.89E-06	5.19E-06	3.91E-06	3.81E-06	8.33E-06	9.56E-06	6.33E-06	5.42E-06
M7WW62	1.08E-07	1.07E-07	4.05E-08	3.18E-08	2.17E-06	2.51E-06	1.63E-06	1.57E-06	1.95E-07	1.57E-07	6.00E-08	4.63E-08
M7WM30	2.57E-06	2.64E-06	1.61E-06	1.45E-06	4.30E-06	4.63E-06	3.13E-06	2.73E-06	4.91E-06	4.32E-06	1.76E-06	1.64E-06
M7WJX3	5.07E-06	5.77E-06	2.70E-06	2.68E-06	3.08E-06	2.99E-06	2.32E-06	2.16E-06	5.89E-06	5.05E-06	3.01E-06	2.46E-06
M7XJJ4	1.94E-06	2.17E-06	9.62E-07	8.64E-07	4.90E-06	5.38E-06	4.90E-06	4.13E-06	2.93E-06	2.54E-06	1.52E-06	1.30E-06
M7WYE0	1.62E-05	1.44E-05	1.90E-05	2.09E-05	2.63E-05	2.48E-05	1.87E-05	2.19E-05	3.22E-05	2.91E-05	1.76E-05	1.82E-05
M7X0P7	7.19E-06	7.76E-06	5.46E-06	4.78E-06	8.75E-06	9.02E-06	4.27E-06	4.30E-06	2.52E-05	2.39E-05	4.56E-06	3.48E-06
M7WQ96	4.69E-06	2.67E-06	7.02E-06	6.11E-06	3.55E-06	3.77E-06	2.73E-06	2.89E-06	5.45E-06	6.96E-06	6.53E-06	5.73E-06
M7Y042	5.69E-06	6.46E-06	2.80E-06	2.78E-06	5.32E-06	5.86E-06	3.65E-06	3.25E-06	7.99E-06	7.41E-06	4.11E-06	3.15E-06
M7WKF8	2.89E-06	3.17E-06	1.42E-06	1.24E-06	7.46E-06	8.61E-06	6.54E-06	5.43E-06	4.82E-06	5.26E-06	1.74E-06	1.45E-06
M7WNN8	3.60E-06	3.56E-06	1.58E-06	1.45E-06	3.13E-06	3.41E-06	3.03E-06	2.79E-06	3.70E-06	2.83E-06	1.41E-06	1.36E-06
M7WNR0	1.10E-05	1.10E-05	4.18E-06	4.21E-06	1.07E-05	1.04E-05	4.83E-06	4.08E-06	1.95E-05	2.08E-05	7.44E-06	6.36E-06
M7WXS9	1.51E-06	1.24E-06	1.35E-06	1.31E-06	3.66E-06	3.82E-06	2.31E-06	1.92E-06	3.29E-06	3.23E-06	1.66E-06	1.37E-06
M7WTI0	3.70E-06	4.00E-06	2.33E-06	2.08E-06	2.20E-06	2.52E-06	2.01E-06	1.71E-06	5.56E-06	5.71E-06	2.62E-06	2.18E-06
M7WTW2	1.10E-05	8.51E-06	4.63E-06	4.57E-06	4.63E-06	4.69E-06	3.67E-06	3.23E-06	7.85E-06	7.16E-06	4.01E-06	3.32E-06
M7WMH0	3.25E-06	2.71E-06	1.19E-06	1.20E-06	2.49E-05	2.77E-05	1.86E-05	1.59E-05	3.39E-06	3.30E-06	1.22E-06	1.01E-06
M7WV92	5.45E-06	2.80E-06	4.57E-06	4.21E-06	9.59E-06	1.00E-05	5.13E-06	4.76E-06	1.57E-05	1.55E-05	8.44E-06	6.84E-06
M7XPZ4	1.12E-05	1.14E-05	3.05E-06	2.79E-06	9.25E-06	9.34E-06	4.71E-06	3.33E-06	2.48E-05	1.92E-05	4.84E-06	4.19E-06
M7X4D0	9.40E-06	9.47E-06	4.46E-06	4.23E-06	2.80E-06	2.96E-06	2.01E-06	1.79E-06	3.56E-06	3.13E-06	2.37E-06	1.89E-06
M7WVH9	2.25E-06	2.81E-06	3.87E-06	3.93E-06	4.65E-06	5.45E-06	3.85E-06	3.84E-06	2.83E-06	2.74E-06	6.52E-06	6.45E-06
M7XIK9	6.69E-06	5.45E-06	3.58E-06	3.23E-06	3.57E-06	3.94E-06	2.60E-06	2.45E-06	8.03E-06	7.85E-06	3.46E-06	2.83E-06
M7X6H1	6.16E-06	6.76E-06	3.28E-06	3.15E-06	3.41E-06	3.99E-06	2.16E-06	2.04E-06	5.50E-06	4.91E-06	2.87E-06	2.51E-06
M7XDN2	5.65E-06	5.83E-06	2.53E-06	2.86E-06	3.18E-06	3.54E-06	2.75E-06	2.41E-06	6.42E-06	5.74E-06	3.56E-06	3.24E-06
M7XLU8	7.53E-06	7.67E-06	6.71E-06	6.08E-06	8.63E-06	1.01E-05	7.82E-06	6.80E-06	1.32E-05	1.20E-05	8.98E-06	6.87E-06
M7WTM4	3.19E-06	3.27E-06		1.64E-06	3.88E-06	3.51E-06	1.94E-06	1.54E-06	5.31E-06	6.12E-06	1.95E-06	1.49E-06
M7WQ15	2.80E-06	3.09E-06	7.38E-06	7.58E-06	4.45E-06	5.60E-06	3.45E-06	3.36E-06	4.05E-06	4.22E-06	1.40E-05	1.02E-05
M7WEG7	1.43E-06	1.41E-06	4.74E-07	4.60E-07	1.14E-06	1.05E-06	5.25E-07	4.32E-07	2.97E-06	2.87E-06	5.08E-07	4.31E-07
M7X3F9	2.85E-06	3.08E-06	1.56E-06	1.61E-06	2.53E-06	2.77E-06	1.64E-06	1.33E-06	4.61E-06	4.96E-06	1.98E-06	1.66E-06
M7XYI4	2.48E-05	2.36E-05	1.34E-05	1.30E-05	2.30E-05	2.10E-05	9.79E-06	9.16E-06	4.59E-05	4.33E-05	1.89E-05	1.49E-05
M7XG88	4.05E-06	4.42E-06	5.80E-06	5.80E-06	2.52E-06	2.68E-06	2.91E-06	3.24E-06	4.92E-06	5.92E-06	7.06E-06	6.89E-06
M7XXN8	3.00E-06	1.22E-06	1.61E-06	1.54E-06	2.87E-06	2.84E-06	1.73E-06	1.63E-06	5.52E-06	5.45E-06	1.79E-06	1.51E-06
M7XK01	3.62E-06	2.90E-06	1.67E-06	1.92E-06	4.12E-06	4.87E-06	3.79E-06	3.36E-06	3.99E-06	4.20E-06	2.61E-06	2.17E-06
M7WUM6	8.46E-06	7.26E-06	5.30E-06	5.69E-06	8.14E-06	1.00E-05	5.87E-06	6.20E-06	1.11E-05	9.61E-06	1.06E-05	9.00E-06
M7XHY3	2.77E-06	3.27E-06	1.36E-06	1.44E-06	2.57E-06	2.65E-06	1.97E-06	1.70E-06	4.10E-06	4.56E-06	2.22E-06	2.12E-06
M7X3L3	2.36E-06	2.81E-06	3.40E-06	3.71E-06	6.20E-06	6.39E-06	3.46E-06	3.08E-06	1.17E-05	1.24E-05	3.77E-06	3.60E-06
M7WSH7	5.43E-06	4.85E-06	2.22E-06	2.39E-06	2.93E-06	3.06E-06	2.21E-06	2.01E-06	5.68E-06	5.15E-06	2.17E-06	1.89E-06
M7XKW6	1.44E-06	1.42E-06	8.11E-07	8.26E-07	1.39E-06	1.59E-06	1.11E-06	1.02E-06	3.59E-06	3.72E-06	1.10E-06	9.19E-07
M7XJI6	3.05E-06	3.52E-06	2.28E-06	2.08E-06	1.89E-06	1.94E-06	1.44E-06	1.28E-06	2.56E-06	2.51E-06	1.84E-06	1.40E-06
M7WK27	8.66E-07	8.46E-07	2.39E-06	2.37E-06	1.26E-06	1.44E-06	1.11E-06	1.10E-06	3.87E-06	4.14E-06	2.49E-06	2.23E-06
M7X1R6	2.11E-06	2.21E-06	8.88E-07	8.30E-07	1.22E-06	1.32E-06	7.63E-07	6.96E-07	2.06E-06	2.09E-06	8.60E-07	6.74E-07
M7X5A4	2.94E-06	2.23E-06	3.52E-06	3.80E-06	4.03E-06	4.76E-06	3.31E-06	3.14E-06	9.63E-06	9.47E-06	4.99E-06	4.87E-06
M7XRN2	2.41E-06	2.76E-06	1.26E-06	1.23E-06	5.35E-06	6.82E-06	4.24E-06	3.62E-06	4.52E-06	4.72E-06	1.65E-06	1.68E-06
M7WY92	7.51E-07	7.72E-07	3.22E-07	3.16E-07	3.69E-07	4.76E-07	3.79E-07	3.53E-07	1.18E-06	1.17E-06	3.66E-07	2.94E-07
M7X6R9	3.28E-06	3.05E-06	1.55E-06	1.57E-06	4.02E-06	3.86E-06	2.12E-06	1.89E-06	6.78E-06	6.64E-06	1.87E-06	1.47E-06
M7X0G6	1.15E-05	1.47E-05	6.60E-06	5.38E-06	8.25E-06	7.95E-06	4.25E-06	4.51E-06	1.36E-05	1.23E-05	7.96E-06	6.87E-06
M7WR65	2.68E-06	2.76E-06	1.19E-06	1.20E-06	5.28E-06	5.93E-06	4.10E-06	3.58E-06	4.05E-06	3.73E-06	1.75E-06	1.57E-06
M7WQW2	1.52E-05	1.54E-05		5.67E-06	9.01E-06	8.78E-06	2.13E-05	5.42E-06			1.18E-05	1.08E-05
M7XQ32	2.29E-06	3.69E-06	7.90E-07	8.15E-07	1.88E-06	2.18E-06	1.52E-06	1.28E-06	3.86E-06	3.99E-06	1.14E-06	8.63E-07
M7WLQ0	1.22E-07	1.33E-07	8.48E-08	7.49E-08	2.21E-06	2.39E-06	9.18E-07	8.54E-07	7.08E-08	4.95E-08	8.07E-08	6.28E-08
M7X369	1.86E-06	1.86E-06	7.33E-07	6.97E-07	2.47E-06	2.96E-06	1.81E-06	1.62E-06	3.47E-06	3.71E-06	8.59E-07	7.04E-07
M7X639	1.96E-06	2.42E-06	1.15E-06	1.55E-06	1.14E-06	1.73E-06	1.47E-06	1.37E-06	1.63E-06	1.41E-06	1.44E-06	1.45E-06
M7XPE3	3.09E-06	3.77E-06	1.47E-06	1.45E-06	3.82E-06	4.41E-06	2.98E-06	2.76E-06	5.89E-06	5.14E-06	2.12E-06	1.95E-06
M7X3V9	1.77E-06	1.74E-06	7.46E-07	6.87E-07	1.30E-06	1.34E-06	7.19E-07	6.37E-07	2.42E-06	2.27E-06	6.16E-07	5.00E-07
M7X4Y4	6.46E-06	5.39E-06	6.08E-06	7.06E-06	1.31E-05	1.54E-05	1.30E-05	9.80E-06	5.46E-06	5.08E-06	7.33E-06	6.17E-06
M7XCQ6	1.55E-05	1.66E-05	4.34E-06	4.15E-06	1.48E-06	1.24E-06	9.01E-07	8.15E-07	3.03E-06	2.19E-06	4.76E-07	6.63E-07
M7X5S9	2.80E-06	3.17E-06	4.95E-06	4.65E-06	1.22E-05	1.39E-05	7.48E-06	7.72E-06	7.35E-06	7.15E-06	5.36E-06	4.58E-06
M7WL95	8.40E-07	9.11E-07	2.40E-07	2.31E-07	1.05E-06	1.18E-06	5.66E-07	4.75E-07	2.15E-06	1.99E-06	2.78E-07	2.18E-07
M7X137	3.82E-06	3.76E-06	1.32E-06	1.21E-06	2.20E-06	2.26E-06	1.19E-06	1.05E-06	3.69E-06	3.87E-06	1.14E-06	9.88E-07
M7XIF3	1.04E-06	1.02E-06	1.78E-06	1.86E-06	1.44E-06	1.49E-06	8.44E-07	9.12E-07	6.68E-07	1.15E-06	1.90E-06	1.20E-06
M7WP44	2.00E-06	2.53E-06	1.24E-06	1.35E-06	1.89E-06	2.04E-06	1.38E-06	1.13E-06	4.22E-06	3.64E-06	1.41E-06	1.22E-06
M7WVW2	3.33E-06	3.75E-06	1.78E-06	1.73E-06	4.54E-06	4.97E-06	3.67E-06	3.19E-06	5.11E-06	4.71E-06	2.04E-06	1.90E-06
M7X3R8	8.34E-06	6.99E-06	3.06E-06	4.01E-06	3.81E-06	4.50E-06	2.78E-06	2.69E-06	8.17E-06	7.64E-06	4.13E-06	3.61E-06
M7X3S2	6.96E-06	8.15E-06	1.69E-05	1.52E-05	2.10E-05	2.43E-05	1.91E-05	1.98E-05	1.45E-05	1.66E-05	2.23E-05	1.82E-05
M7X8U4	6.77E-06	8.09E-06	1.73E-06	1.53E-06	4.91E-06	5.53E-06	2.51E-06	2.16E-06	1.16E-05	1.02E-05	3.15E-06	2.17E-06
M7XMK6	3.86E-06	4.18E-06	2.63E-06	2.60E-06	3.98E-06	4.51E-06	4.18E-06	3.87E-06	4.31E-06	3.95E-06	3.25E-06	3.28E-06
M7X4K6	1.57E-06	1.77E-06	1.49E-06	1.59E-06	1.08E-06	1.25E-06	1.30E-06	1.14E-06	1.91E-06	1.79E-06	1.79E-06	1.44E-06
M7WWW0	5.78E-06	6.59E-06	5.31E-06	4.96E-06	3.78E-06	4.69E-06	3.84E-06	3.61E-06	1.02E-05	8.96E-06	5.75E-06	4.95E-06
M7WSW5	5.21E-07	6.69E-07	7.39E-07	7.65E-07	2.78E-07	3.35E-07	4.13E-07	3.61E-07	5.10E-07	5.37E-07	6.74E-07	5.48E-07
M7XZV4	1.72E-06	2.07E-06	1.02E-06	8.25E-07	1.06E-06	1.26E-06	9.51E-07	8.12E-07	1.61E-06	1.42E-06	8.71E-07	7.79E-07
M7WXU4	8.21E-06	8.12E-06	3.68E-06	2.08E-06	6.65E-06	6.03E-06	2.90E-06	2.40E-06	1.46E-05	1.38E-05	4.18E-06	3.85E-06
M7XQA8	2.07E-06	2.15E-06	8.76E-07	8.32E-07	1.03E-06	1.18E-06	9.52E-07	9.00E-07	2.21E-06	2.20E-06	9.40E-07	7.94E-07
M7WI20	6.74E-06	7.26E-06	6.53E-06	6.94E-06	7.91E-06	7.93E-06	9.27E-06	8.82E-06	6.60E-06	7.18E-06	7.17E-06	5.78E-06
M7X207	1.46E-06	7.99E-07	7.02E-07	9.06E-07	3.51E-06	4.20E-06	2.07E-06	2.10E-06	1.60E-06	1.46E-06	2.49E-06	2.04E-06
M7WYA2	1.65E-06	9.67E-07	6.44E-07	6.22E-07	1.40E-06	1.40E-06	6.70E-07	6.20E-07	3.49E-06	3.66E-06	8.67E-07	6.81E-07
M7WLQ9	1.39E-05	1.64E-05	4.96E-06	4.38E-06	1.41E-05	1.19E-05	5.66E-06	6.13E-06	2.66E-05	2.72E-05	7.93E-06	6.55E-06
M7WWD3	1.39E-06	1.41E-06	6.71E-07	6.88E-07	7.89E-07	8.19E-07	6.52E-07	5.71E-07	1.56E-06	1.46E-06	8.69E-07	6.88E-07
M7XEQ5	3.29E-06	3.61E-06	1.68E-06	1.84E-06	1.04E-06	1.24E-06	1.07E-06	1.09E-06	2.15E-06	2.05E-06	1.80E-06	1.40E-06
M7X0Z1	1.26E-06	9.78E-07	7.25E-07	6.97E-07	2.72E-06	2.86E-06	1.32E-06	1.18E-06	5.19E-06	4.86E-06	1.10E-06	8.54E-07
M7WQ42	6.36E-06	6.98E-06	3.32E-06	3.57E-06	6.05E-06	5.11E-06	2.29E-06	1.99E-06	1.04E-05	1.01E-05	4.75E-06	4.20E-06
M7X9Y7	2.06E-06	2.25E-06	2.85E-06	2.46E-06	2.08E-06	2.34E-06	2.19E-06	1.76E-06	6.37E-06	6.12E-06	3.84E-06	3.77E-06
M7WUJ6	8.38E-07	8.35E-07	3.71E-07	2.37E-07	2.87E-06	3.56E-06	1.78E-06	1.47E-06	8.76E-07	9.72E-07	2.66E-07	2.37E-07
M7XYF6	9.61E-07	5.96E-07	1.01E-06	1.10E-06	5.17E-06	5.22E-06	2.67E-06	2.62E-06	2.82E-06	2.65E-06	1.76E-06	1.41E-06
M7XIR7	1.95E-06	1.47E-06	1.37E-06	1.39E-06	1.46E-06	1.57E-06	1.12E-06	1.09E-06	2.58E-06	2.40E-06	1.21E-06	1.08E-06
M7XP32	1.44E-06	1.78E-06	1.63E-06	1.55E-06	5.30E-06	5.33E-06	3.68E-06	3.36E-06	6.86E-06	6.07E-06	3.66E-06	2.78E-06
M7WP10	2.65E-06	3.33E-06	2.23E-06	2.30E-06	1.36E-06	1.51E-06	1.52E-06	1.37E-06	3.82E-06	3.28E-06	2.68E-06	2.19E-06
M7XDY4	6.24E-06	7.12E-06	2.91E-06	2.95E-06	3.14E-06	3.24E-06	2.67E-06	2.35E-06	5.16E-06	5.19E-06	2.74E-06	2.13E-06
M7XJK1	2.69E-06	2.24E-06	2.70E-06	2.76E-06	2.79E-06	2.80E-06	1.83E-06	1.65E-06	5.36E-06	5.33E-06	3.43E-06	3.21E-06
M7XLP5	2.71E-06	3.05E-06	2.35E-06	2.18E-06	1.21E-06	1.45E-06	1.16E-06	1.00E-06	2.04E-06	2.21E-06	2.52E-06	1.95E-06
M7XGH5	1.27E-05	1.62E-05	4.87E-06	4.09E-06	2.38E-06	2.99E-06	3.06E-06	3.20E-06	1.84E-06	1.90E-06	2.03E-06	1.90E-06
M7X688	3.28E-06	3.84E-06	1.48E-06	1.47E-06	2.97E-06	3.10E-06	1.59E-06	1.44E-06	7.09E-06	6.42E-06	1.68E-06	1.30E-06
M7WWH0	5.75E-06	7.10E-06	6.10E-06	2.74E-06	4.13E-07	4.72E-07	2.85E-07	2.53E-07	3.38E-07	3.27E-07	1.72E-07	1.62E-07
M7X2K8				2.45E-06	2.73E-06	2.82E-06					2.70E-06	2.82E-06
M7XZD3	2.92E-06	3.19E-06	1.44E-06	1.22E-06	1.45E-06	1.47E-06	9.74E-07	8.62E-07	3.41E-06	2.95E-06	1.46E-06	1.10E-06
M7WMF3	5.63E-06	6.53E-06	2.70E-06	2.39E-06	8.60E-06	9.88E-06	6.54E-06	6.36E-06	6.54E-06	6.26E-06	3.43E-06	3.14E-06
M7WRA8	1.42E-06	1.36E-06	2.02E-06	2.18E-06	1.13E-06	1.24E-06	7.36E-07	7.59E-07	5.20E-07	1.28E-06	1.63E-06	1.00E-06
M7XM07	1.72E-06	1.44E-06	7.75E-07	8.62E-07	3.31E-06	3.26E-06	1.26E-06	1.30E-06	8.18E-06	7.24E-06	1.81E-06	1.46E-06
M7WX81	1.91E-06	2.18E-06	1.39E-06	1.22E-06	1.43E-06	1.55E-06	1.11E-06	1.11E-06	2.94E-06	3.29E-06	1.77E-06	1.48E-06
M7WM06	2.46E-06	2.98E-06	1.51E-06	1.86E-06	2.19E-06	2.52E-06	2.36E-06	2.45E-06	3.05E-06	2.72E-06	2.72E-06	2.28E-06
M7WSE0	3.49E-06	3.94E-06	1.68E-06	1.50E-06	2.86E-06	3.28E-06	2.09E-06	1.80E-06	1.09E-05	4.51E-06	2.18E-06	1.79E-06
M7WF78	2.71E-06	2.62E-06	1.44E-06	1.10E-06	1.57E-06	1.61E-06	9.82E-07	8.87E-07	3.41E-06	3.12E-06	1.29E-06	1.24E-06
M7WZ88	1.56E-07	1.76E-07	1.10E-07	9.49E-08	8.06E-07	1.05E-06	1.50E-06	1.36E-06	1.39E-07	1.32E-07	3.76E-07	4.31E-07
M7WDP6	2.95E-06	2.87E-06	1.51E-06	1.59E-06	4.41E-06	5.62E-06	3.14E-06	2.73E-06	4.98E-06	4.67E-06	2.39E-06	2.01E-06
M7WTD9	2.26E-06	2.42E-06	8.01E-07	8.38E-07	1.50E-06	1.45E-06	8.86E-07	7.56E-07	2.71E-06	2.52E-06	8.79E-07	7.52E-07
M7XKV3	1.29E-06	1.37E-06	4.35E-06	4.13E-06	2.82E-06	3.25E-06	2.38E-06	2.31E-06	3.54E-06	4.40E-06	4.30E-06	3.45E-06
M7WVT6	4.83E-06	4.95E-06	1.42E-06	1.35E-06	7.65E-07	7.56E-07	4.31E-07	4.11E-07	8.79E-07	8.96E-07	4.99E-07	4.39E-07
M7WTL0	3.15E-06	4.10E-06	1.44E-06	1.36E-06	2.18E-06	2.35E-06	1.19E-06	1.04E-06	3.76E-06	3.59E-06	1.27E-06	1.05E-06
M7X9N1	2.90E-06	2.50E-06	1.06E-06	1.02E-06	3.32E-06	3.40E-06	1.85E-06	1.59E-06	2.54E-06	2.51E-06	1.52E-06	1.29E-06
M7WD74	1.10E-06	1.13E-06	1.02E-06	9.41E-07	9.78E-07	1.08E-06	8.15E-07	7.79E-07	1.49E-06	1.51E-06	1.25E-06	1.02E-06
